User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1003202,P00018142,F,18-25,4,A,1,0,5,,,7118
1003536,P00155142,M,18-25,4,C,0,0,1,16.0,,19501
1002627,P00192542,M,26-35,1,B,2,1,1,2.0,9.0,12055
1002002,P00223242,F,55+,13,C,2,1,5,14.0,,5383
1000127,P00073842,F,46-50,3,C,1,1,1,15.0,17.0,19037
1004016,P00037142,M,51-55,0,B,1,0,1,2.0,5.0,15389
1004851,P00223642,M,18-25,17,C,2,0,11,15.0,,5920
1004447,P00117042,M,46-50,5,B,0,1,1,2.0,5.0,19169
1003401,P00191042,M,36-45,7,B,1,0,3,4.0,,7918
1003792,P00265542,M,26-35,6,A,1,0,5,8.0,,6905
1004344,P00117442,M,26-35,1,A,4+,0,5,14.0,,8759
1004250,P00183442,F,51-55,0,C,4+,1,1,2.0,,15517
1000398,P00135542,M,26-35,17,B,3,1,13,,,960
1005290,P00110542,F,18-25,4,B,0,1,8,,,9746
1004951,P00123742,F,36-45,17,B,3,1,11,,,6005
1000509,P00173542,M,26-35,2,A,0,1,5,8.0,,5315
1002970,P00041542,M,18-25,4,A,1,0,8,,,9764
1005301,P00274042,M,26-35,17,C,1,1,1,,,7810
1003821,P00115742,M,26-35,20,A,2,1,6,10.0,16.0,19940
1002254,P00334242,M,36-45,5,C,3,0,1,8.0,,19114
1002824,P00330642,M,18-25,4,C,3,0,5,,,8794
1002402,P00120342,M,46-50,17,B,4+,0,5,17.0,,7041
1000111,P00127242,M,36-45,15,C,3,0,1,16.0,,11900
1003853,P00303342,M,26-35,14,B,1,1,1,16.0,,15760
1003292,P00087942,F,51-55,6,B,3,0,5,8.0,,7017
1003101,P00025442,M,18-25,15,C,0,0,1,2.0,9.0,19306
1003773,P00000342,M,36-45,6,B,1,0,5,14.0,,6992
1005549,P00372445,F,51-55,9,C,1,1,20,,,481
1001425,P0094642,M,0-17,10,B,1,0,4,5.0,,1396
1003994,P00115642,M,51-55,7,B,2,1,8,14.0,,9993
1000713,P00218442,M,36-45,7,B,3,0,1,,,11589
1003226,P00237542,M,36-45,4,A,1,1,1,15.0,16.0,15693
1001068,P00006842,F,18-25,4,B,2,0,5,,,6854
1005113,P00040442,M,26-35,0,A,3,1,5,14.0,,3672
1004013,P00265242,M,26-35,1,C,4+,1,5,8.0,,7026
1001723,P00367742,M,36-45,17,C,0,1,11,15.0,,1650
1002456,P00115442,M,26-35,5,A,1,0,8,,,6083
1000999,P00302942,M,26-35,15,B,2,0,8,,,8134
1005092,P00002542,M,55+,14,C,1,1,8,14.0,,9721
1001404,P00137242,M,51-55,16,B,1,1,5,,,5187
1004948,P00199442,M,46-50,2,A,1,1,5,9.0,,5236
1004310,P00251242,M,26-35,4,C,2,1,5,11.0,,6987
1005665,P00031042,M,18-25,4,C,2,1,8,,,10026
1004592,P00331942,M,18-25,4,A,3,0,5,,,8776
1003639,P00111842,M,18-25,4,C,1,0,8,,,6169
1004963,P00018942,M,46-50,17,B,1,1,8,,,9760
1005185,P00132842,F,36-45,4,C,1,0,1,5.0,,11923
1003705,P00221542,M,46-50,7,B,1,1,5,15.0,,7073
1005170,P00338442,M,18-25,4,B,2,0,1,16.0,,7622
1005387,P00153742,F,26-35,1,B,4+,1,8,,,8009
1002842,P00360242,M,36-45,17,C,4+,0,5,,,5402
1000566,P00249642,M,26-35,17,A,3,0,3,5.0,,10583
1003679,P00128242,M,26-35,4,A,2,0,5,12.0,14.0,8833
1005824,P00260442,M,18-25,12,B,1,0,1,15.0,,7697
1005103,P00181642,F,36-45,16,C,1,0,11,16.0,,6106
1004191,P00296042,F,46-50,15,C,0,0,8,13.0,16.0,6144
1000770,P00195742,M,18-25,4,B,2,1,3,4.0,,8413
1003999,P00010842,M,36-45,17,B,4+,0,8,16.0,,7912
1000771,P00089142,F,51-55,1,C,0,0,5,,,7075
1004254,P00260042,M,26-35,17,C,2,0,5,8.0,,8889
1001117,P00035942,M,18-25,14,B,3,0,1,5.0,18.0,15293
1003929,P00227742,M,26-35,5,B,1,1,5,14.0,,3630
1001015,P00078642,M,36-45,3,A,4+,1,4,5.0,,2076
1004918,P00186642,F,18-25,12,C,1,0,2,4.0,15.0,9961
1006036,P00208742,F,26-35,15,B,4+,1,1,6.0,16.0,7668
1003483,P00127242,F,46-50,7,B,0,1,1,16.0,,19672
1004758,P00051642,F,55+,13,C,1,1,8,,,8083
1001962,P00194542,F,18-25,1,B,0,1,8,14.0,,6158
1004802,P00117642,M,55+,1,B,3,1,10,16.0,,18860
1000084,P00242742,M,18-25,4,C,1,0,1,2.0,9.0,3901
1000975,P00101742,M,36-45,0,B,2,1,12,14.0,,1051
1002992,P00325242,M,18-25,4,C,0,0,16,,,20705
1000329,P00358442,M,36-45,7,A,1,0,1,15.0,,11486
1003718,P00091142,M,51-55,17,C,1,0,8,,,7839
1004171,P00237142,M,55+,16,C,2,1,5,,,5161
1004152,P00216042,M,26-35,14,C,1,1,5,8.0,,8856
1000789,P00248142,M,18-25,1,B,3,1,5,,,7010
1002790,P00335442,M,26-35,20,A,3,0,1,15.0,,3946
1004049,P00346442,M,46-50,11,A,3,1,1,2.0,14.0,4347
1003253,P00114542,F,36-45,4,B,3,0,5,,,7113
1002105,P00358342,M,26-35,1,A,0,1,11,15.0,16.0,3142
1001420,P00103742,M,18-25,4,C,3,0,1,8.0,,15621
1001880,P00319042,M,36-45,0,B,3,1,5,,,7183
1004053,P00221342,M,26-35,18,B,1,0,1,2.0,5.0,11426
1003513,P00221842,M,26-35,16,C,1,0,1,8.0,,11828
1001759,P00003242,M,26-35,16,C,0,1,8,15.0,,6134
1003985,P00111942,M,46-50,16,C,1,1,8,17.0,,8086
1000148,P00342742,M,51-55,17,B,3,1,8,14.0,,9966
1000889,P00120142,M,46-50,20,A,1,0,5,,,5218
1004179,P00102642,F,36-45,20,C,3,1,4,8.0,9.0,2864
1002991,P00109242,M,51-55,1,A,1,1,6,8.0,10.0,12256
1001496,P00181542,M,26-35,17,A,2,0,11,16.0,,4422
1001694,P00075742,M,26-35,12,B,3,1,8,14.0,,5881
1002547,P00119342,F,36-45,0,C,0,1,10,13.0,,23356
1000596,P00051142,F,26-35,1,C,2,1,8,,,2068
1000499,P00117242,F,26-35,1,A,1,0,8,17.0,,6155
1002106,P00184742,F,18-25,20,A,3,1,11,16.0,,1510
1001449,P0094942,M,36-45,20,A,1,1,4,8.0,,1498
1005561,P00148642,F,26-35,3,C,0,1,6,10.0,13.0,20428
1005550,P00037742,M,36-45,15,B,2,0,8,,,7943
1000737,P00274942,M,0-17,19,A,2,0,8,,,9726
1004447,P00046642,M,46-50,5,B,0,1,1,,,7874
1001086,P00110742,M,18-25,4,A,2,0,1,2.0,8.0,19339
1005728,P00001142,F,36-45,20,C,3,0,5,8.0,14.0,7010
1000021,P00255742,M,18-25,16,B,0,0,3,4.0,,8114
1002934,P00229742,F,36-45,20,B,3,0,1,16.0,,15252
1005205,P00014042,M,26-35,1,B,0,1,1,,,15281
1004819,P00172842,M,36-45,18,B,1,0,3,4.0,,13292
1003695,P00154042,M,26-35,2,A,2,0,1,2.0,15.0,11417
1000123,P00113342,M,36-45,9,B,4+,1,1,8.0,17.0,15386
1000783,P00112142,M,26-35,4,A,2,0,1,2.0,14.0,15668
1001727,P00191642,M,36-45,16,B,2,1,3,4.0,12.0,10944
1003829,P00254242,F,26-35,1,B,1,0,5,11.0,12.0,6988
1005406,P00230842,F,36-45,0,C,3,1,8,,,8098
1000918,P00036842,F,46-50,1,C,1,0,1,14.0,16.0,15792
1002408,P00194642,F,46-50,1,C,2,1,1,6.0,13.0,19127
1003123,P00161542,M,26-35,2,B,3,0,2,15.0,16.0,6869
1003654,P00046842,M,26-35,17,B,3,1,8,16.0,,3903
1003557,P00279542,M,18-25,5,B,0,1,8,,,5831
1000225,P00286642,M,26-35,7,A,0,0,11,14.0,,4671
1000372,P00006142,F,18-25,4,C,2,0,8,,,9953
1001658,P00026642,F,36-45,6,B,2,0,8,,,4032
1004245,P00065042,M,51-55,12,C,3,0,5,15.0,,1760
1004356,P00233442,M,36-45,16,C,0,1,1,2.0,15.0,12027
1005246,P00233542,F,18-25,0,C,1,1,1,15.0,,4156
1005721,P00288242,M,46-50,11,B,2,0,5,14.0,,3767
1000776,P00089542,F,26-35,3,B,1,0,5,,,8748
1001526,P00230842,M,55+,17,C,4+,1,8,,,6194
1002907,P00154042,F,36-45,5,A,4+,0,1,2.0,15.0,8270
1003957,P00117442,M,36-45,11,B,1,0,5,14.0,,8682
1000457,P00240442,M,18-25,4,B,2,0,6,16.0,,8370
1002411,P00271942,F,36-45,14,B,1,0,5,8.0,,7081
1001968,P00010742,M,26-35,11,B,2,0,1,8.0,17.0,19374
1005463,P00288342,M,36-45,0,B,3,1,8,,,7897
1002427,P00118342,F,26-35,14,C,3,0,2,3.0,15.0,13295
1000195,P00108542,M,26-35,12,B,4+,1,5,8.0,14.0,8566
1005912,P00025442,M,26-35,1,C,2,0,1,2.0,9.0,19240
1004449,P00278642,M,26-35,12,C,4+,1,5,,,8679
1003933,P00110742,F,36-45,6,A,1,0,1,2.0,8.0,19077
1005138,P00100942,M,26-35,17,B,0,0,5,,,7185
1001733,P00127942,M,18-25,14,B,0,1,1,2.0,5.0,11415
1005643,P00223242,F,36-45,1,A,3,1,5,14.0,,5391
1004261,P00197442,F,36-45,6,C,3,0,8,14.0,,6075
1003166,P00086442,M,18-25,4,B,1,0,8,13.0,15.0,9981
1001579,P00213242,M,26-35,0,A,0,0,5,8.0,,8714
1004055,P00027042,M,51-55,0,B,4+,1,5,14.0,,1737
1005447,P00189042,M,46-50,2,A,3,0,8,,,9790
1004826,P00188742,M,46-50,12,C,1,1,8,14.0,17.0,9861
1004942,P00177842,M,46-50,12,B,3,1,8,,,8017
1004795,P00323942,M,46-50,16,C,1,0,8,15.0,,7910
1004671,P00034842,M,26-35,12,A,2,0,5,14.0,,5459
1005667,P00052842,M,36-45,7,B,1,1,10,15.0,,23625
1000473,P0099842,F,18-25,4,A,1,0,5,12.0,14.0,8778
1001962,P00102942,F,18-25,1,B,0,1,1,14.0,,8051
1005312,P00190142,M,26-35,1,A,1,0,3,4.0,5.0,13711
1000631,P00116242,M,36-45,17,C,3,1,8,15.0,,5846
1002824,P00213742,M,18-25,4,C,3,0,8,,,8000
1003054,P00322042,M,18-25,4,B,1,1,5,8.0,,7126
1000499,P00265542,F,26-35,1,A,1,0,5,8.0,,8672
1004747,P00338442,M,18-25,4,C,1,0,1,16.0,,15309
1003018,P00207342,M,36-45,0,B,0,0,5,8.0,14.0,5339
1002232,P00345642,M,26-35,14,B,1,1,1,15.0,16.0,15614
1004776,P00161942,F,26-35,3,C,1,1,5,8.0,,8851
1004457,P00112142,M,36-45,14,C,1,0,1,2.0,14.0,19510
1001779,P00046742,M,18-25,1,C,4+,0,1,2.0,15.0,11436
1000531,P00013742,F,18-25,14,B,0,0,5,,,6869
1004765,P00342742,F,36-45,16,B,3,1,8,14.0,,8086
1002653,P00148642,M,26-35,7,A,0,0,6,10.0,13.0,16175
1005047,P00161442,M,46-50,6,C,1,0,5,14.0,,1989
1001281,P00031042,M,26-35,19,C,1,0,8,,,7848
1005912,P00003442,M,26-35,1,C,2,0,4,5.0,8.0,2120
1000646,P00270942,M,36-45,7,C,2,0,1,2.0,15.0,15555
1002621,P00324542,M,18-25,0,C,1,0,5,8.0,,5198
1005769,P00212042,M,46-50,14,B,1,1,13,15.0,,765
1001117,P00352842,M,18-25,14,B,3,0,2,6.0,15.0,12847
1004458,P00153842,F,26-35,4,B,1,0,8,14.0,16.0,6074
1002095,P00279442,M,55+,13,C,1,1,16,,,12864
1004879,P00073842,M,26-35,3,A,2,0,1,15.0,17.0,11573
1005504,P0096742,M,46-50,7,B,1,1,2,4.0,12.0,16176
1005090,P00106042,F,36-45,19,B,3,1,5,,,8706
1004447,P00226342,M,46-50,5,B,0,1,11,15.0,,4522
1004167,P00103042,M,26-35,20,B,1,0,1,14.0,,11902
1002072,P0097242,F,51-55,12,C,1,0,1,16.0,,19522
1002106,P00210342,F,18-25,20,A,3,1,3,4.0,,5495
1004506,P00115642,M,51-55,16,B,2,0,8,14.0,,10005
1003829,P00150642,F,26-35,1,B,1,0,5,8.0,,5368
1001264,P00140742,M,26-35,1,A,3,0,1,15.0,,15744
1004659,P00139942,F,26-35,14,C,0,0,5,,,5266
1004271,P00114542,M,36-45,7,B,2,0,5,,,7145
1003940,P00003642,M,36-45,20,B,3,1,8,,,4215
1002164,P00124842,M,36-45,0,B,3,0,11,,,6084
1003131,P00293742,F,26-35,2,C,1,1,8,,,9775
1002346,P00195542,F,0-17,10,A,1,0,2,12.0,,9615
1001755,P00058142,F,18-25,4,B,4+,0,3,4.0,12.0,5662
1001016,P00002842,M,55+,16,C,3,0,14,,,18275
1005964,P00263542,M,18-25,5,B,1,0,16,,,12613
1005195,P00036342,M,36-45,7,B,0,1,5,8.0,,3522
1005108,P00253042,F,26-35,9,B,3,1,8,,,7775
1001202,P00110742,M,36-45,12,B,0,0,1,2.0,8.0,19292
1004526,P00355242,M,26-35,20,B,2,1,5,8.0,,5363
1003027,P00054042,M,18-25,4,B,1,0,18,,,3809
1003665,P00085342,M,26-35,0,A,2,0,10,13.0,,23496
1003118,P00145642,M,26-35,0,B,1,0,1,8.0,17.0,11889
1001281,P00276142,M,26-35,19,C,1,0,12,,,1717
1004979,P00084242,M,36-45,2,B,1,1,8,14.0,,7950
1001778,P00134942,M,18-25,4,B,1,0,5,14.0,,5152
1003025,P00106042,F,36-45,0,C,1,0,5,,,5266
1000476,P00113142,M,36-45,0,B,0,0,1,5.0,12.0,15442
1001781,P00051442,F,36-45,0,C,2,0,8,17.0,,9994
1000678,P00034242,M,26-35,0,A,0,1,5,8.0,14.0,6977
1005035,P00216142,F,26-35,17,B,1,1,1,16.0,,15439
1006025,P00305042,F,26-35,1,B,1,0,11,13.0,16.0,4532
1005561,P00334242,F,26-35,3,C,0,1,1,8.0,,19000
1001306,P00195442,M,26-35,3,B,3,0,5,,,7017
1004149,P00025542,M,36-45,1,C,3,1,8,,,5961
1004568,P00338442,F,26-35,4,B,2,1,1,16.0,,11821
1002157,P00113042,F,18-25,3,C,0,0,11,16.0,,6160
1005872,P00102942,M,26-35,17,C,1,1,1,14.0,,11705
1001609,P00149342,F,36-45,9,B,3,0,13,16.0,,771
1000034,P00259042,F,18-25,0,A,0,0,5,,,8757
1000204,P00015642,M,26-35,7,B,1,1,8,16.0,17.0,9964
1003055,P00303542,F,26-35,3,C,1,1,5,,,5356
1000731,P00003442,M,46-50,3,A,0,1,4,5.0,8.0,3502
1003698,P00102642,M,26-35,7,B,0,0,4,8.0,9.0,1448
1005422,P00223242,M,51-55,7,A,2,1,5,14.0,,5368
1001960,P00338542,M,46-50,7,B,3,1,1,,,15838
1003261,P00290342,M,46-50,20,B,1,1,8,,,7868
1004918,P00006842,F,18-25,12,C,1,0,5,,,3632
1005054,P00303542,M,36-45,2,B,0,0,5,,,5395
1003834,P00270942,M,18-25,2,B,2,0,1,2.0,15.0,19058
1005461,P00013742,M,51-55,0,B,2,1,5,,,7005
1000264,P00118742,M,36-45,0,B,1,1,5,11.0,,5240
1000756,P00025442,M,36-45,0,C,2,0,1,2.0,9.0,11985
1003565,P00154042,M,26-35,18,C,2,1,1,2.0,15.0,19316
1000201,P00003942,F,36-45,2,A,1,0,5,14.0,,5398
1000676,P00207942,M,18-25,16,B,1,1,6,8.0,,20111
1000238,P00276242,F,51-55,7,B,0,0,8,17.0,,9917
1004572,P00058242,F,0-17,10,C,0,0,3,4.0,12.0,10616
1003032,P00320742,M,26-35,0,A,1,1,1,4.0,9.0,19129
1003032,P00185642,M,26-35,0,A,1,1,4,5.0,,2817
1003018,P00211642,M,36-45,0,B,0,0,1,8.0,,11975
1004573,P00345942,M,51-55,16,C,1,1,8,15.0,,8012
1005747,P00020342,M,26-35,0,B,4+,1,1,2.0,,4203
1002272,P00337842,M,26-35,0,C,1,0,5,,,8599
1000646,P00074442,M,36-45,7,C,2,0,1,16.0,,15835
1001614,P00242742,M,36-45,0,B,1,1,1,2.0,9.0,11703
1006029,P00144042,F,26-35,1,C,1,1,2,3.0,4.0,9861
1001599,P00198042,M,26-35,0,A,1,0,11,16.0,,7401
1000850,P00277442,M,36-45,0,A,3,1,1,6.0,15.0,15187
1003808,P00148642,M,26-35,7,A,2,1,6,10.0,13.0,20340
1005738,P00233542,M,26-35,12,A,1,1,1,15.0,,15655
1001860,P00295942,M,55+,16,C,1,0,2,5.0,15.0,12932
1002109,P00338442,M,26-35,16,B,2,0,1,16.0,,11707
1001425,P00080342,M,0-17,10,B,1,0,1,6.0,8.0,19533
1004673,P00158542,M,36-45,16,B,2,1,5,6.0,13.0,7002
1004079,P00071442,M,36-45,17,B,3,1,15,17.0,,8772
1005886,P00057542,M,26-35,20,A,2,0,3,4.0,5.0,10934
1003217,P00113242,F,36-45,0,A,0,0,1,6.0,8.0,15572
1003260,P00147942,M,26-35,4,C,2,1,1,16.0,,15849
1000199,P00121142,M,18-25,4,B,1,0,8,,,9914
1003315,P00313542,M,26-35,12,B,1,1,5,8.0,,8903
1000671,P00117142,M,18-25,4,C,0,0,2,17.0,,13313
1001154,P00154642,F,0-17,10,C,2,0,8,,,9949
1002406,P00297642,F,55+,12,C,1,1,8,,,7984
1004671,P00027042,M,26-35,12,A,2,0,5,14.0,,5450
1002765,P00128742,M,51-55,7,C,1,1,1,,,11649
1000877,P0099242,M,26-35,0,B,1,1,8,14.0,,7770
1001137,P00088442,M,18-25,4,B,4+,0,8,,,10009
1001449,P00060242,M,36-45,20,A,1,1,3,4.0,,8439
1004610,P00187442,F,26-35,4,B,1,0,2,4.0,5.0,9937
1003829,P00157542,F,26-35,1,B,1,0,8,14.0,,8066
1001420,P00113042,M,18-25,4,C,3,0,11,16.0,,7446
1002181,P00065042,M,26-35,0,B,4+,1,5,15.0,,8633
1002938,P00034742,F,26-35,0,B,1,0,5,14.0,17.0,6962
1000725,P00090942,M,55+,11,A,1,0,1,2.0,14.0,19447
1000347,P00117442,F,55+,1,A,1,0,5,14.0,,7060
1005341,P00184442,F,26-35,3,C,1,1,1,6.0,8.0,11646
1005163,P00221442,M,46-50,6,B,1,1,1,2.0,5.0,15827
1001509,P00101842,M,0-17,0,B,3,0,6,16.0,,16347
1004637,P00105942,F,36-45,9,B,0,1,5,,,5305
1000148,P00067842,M,51-55,17,B,3,1,6,10.0,16.0,8478
1001972,P00113242,M,46-50,17,C,0,1,1,6.0,8.0,15272
1004140,P00117042,M,26-35,0,B,4+,0,1,2.0,5.0,7961
1000301,P00102642,M,18-25,4,B,4+,0,4,8.0,9.0,3441
1001707,P00230842,M,51-55,1,C,0,1,8,,,9775
1000329,P00036142,M,36-45,7,A,1,0,5,,,5240
1003205,P00208342,F,36-45,16,B,1,0,1,16.0,,15215
1005222,P00270842,M,26-35,12,B,1,0,5,,,5452
1004000,P00251242,M,36-45,7,B,3,0,5,11.0,,7001
1002270,P00327842,M,18-25,1,C,3,1,8,16.0,,7798
1005872,P00126142,M,26-35,17,C,1,1,8,16.0,,9944
1005897,P00268242,M,26-35,20,C,3,1,5,14.0,,5414
1004232,P00250242,F,36-45,20,B,0,1,5,,,5251
1002321,P00161442,M,26-35,7,B,4+,1,5,14.0,,5301
1003294,P00208742,M,18-25,4,B,3,0,1,6.0,16.0,15413
1001912,P00249642,M,26-35,4,A,1,1,3,5.0,,10691
1001281,P00102442,M,26-35,19,C,1,0,8,,,7843
1005812,P00172842,F,26-35,7,A,1,1,3,4.0,,11027
1001626,P00128942,M,18-25,4,B,0,1,1,11.0,,15670
1004647,P00046442,M,36-45,20,B,1,1,8,,,6031
1002840,P00298942,M,26-35,0,A,1,1,1,5.0,,8232
1002233,P00196542,F,36-45,3,B,2,1,5,8.0,14.0,5238
1004915,P00070042,M,26-35,12,B,2,1,1,2.0,16.0,15707
1004414,P00250842,M,26-35,4,C,2,0,8,,,2089
1001856,P00030842,M,55+,7,C,3,1,1,2.0,15.0,19200
1004601,P00182342,M,36-45,14,C,0,0,1,5.0,6.0,11798
1001193,P00153142,M,26-35,12,C,3,1,1,8.0,,8150
1003336,P00321942,M,36-45,17,B,2,1,5,,,5238
1004390,P00267542,M,26-35,0,B,2,0,1,16.0,,11407
1003108,P00140742,M,51-55,6,B,1,1,1,15.0,,15801
1005329,P00178342,F,26-35,5,B,1,0,8,,,5896
1000326,P00013942,M,51-55,11,B,1,1,5,,,6870
1001170,P00071442,M,55+,3,A,2,1,15,17.0,,16891
1005767,P00278142,M,26-35,2,B,0,0,11,16.0,,3153
1005776,P00265442,M,18-25,12,B,3,1,5,,,7059
1001873,P00156442,M,36-45,7,B,2,0,8,,,7798
1004950,P00005042,M,26-35,16,A,1,1,6,16.0,,16231
1005954,P00033142,M,46-50,11,A,2,1,2,8.0,,15928
1003080,P00084342,M,26-35,20,A,4+,1,13,16.0,,931
1004510,P0009842,M,46-50,7,A,4+,1,8,16.0,,6035
1003347,P00161942,F,36-45,7,C,0,1,5,8.0,,6903
1001119,P00302142,M,36-45,1,B,2,1,5,14.0,,6993
1005550,P00319942,M,36-45,15,B,2,0,1,8.0,,19292
1003039,P00116342,F,51-55,3,C,0,1,2,,,15894
1001494,P00242742,M,26-35,17,C,3,1,1,2.0,9.0,15832
1002934,P00085742,F,36-45,20,B,3,0,4,8.0,,2753
1002497,P00117242,F,51-55,14,A,3,1,8,17.0,,9877
1001680,P00184442,M,26-35,20,A,3,1,1,6.0,8.0,11480
1003769,P00084642,M,26-35,15,B,0,0,13,16.0,,747
1002174,P00058442,M,51-55,12,B,1,1,5,14.0,,5191
1000319,P00199642,F,51-55,6,B,3,1,16,,,12887
1003607,P00260442,M,36-45,17,C,0,0,1,15.0,,15363
1003038,P00064042,F,36-45,2,A,1,1,3,4.0,12.0,8013
1001545,P00119342,M,26-35,20,A,1,0,10,13.0,,18659
1001641,P00082342,M,26-35,0,C,4+,0,15,16.0,,12481
1005755,P00220142,F,36-45,2,B,1,0,1,15.0,,7636
1005767,P00179242,M,26-35,2,B,0,0,11,,,4470
1000107,P00279542,M,46-50,18,C,4+,0,8,,,7875
1002153,P00329442,M,18-25,16,B,3,0,5,8.0,,5439
1003669,P00120642,M,26-35,14,A,2,0,5,,,5406
1003762,P00065342,M,51-55,6,B,0,1,2,15.0,,6827
1002064,P00313142,M,36-45,1,C,1,0,8,,,9774
1001782,P00240142,M,46-50,0,C,1,1,5,,,7078
1004054,P00069242,M,36-45,3,B,1,0,8,11.0,,8053
1004171,P00255842,M,55+,16,C,2,1,16,,,20766
1004007,P00157142,M,36-45,12,A,1,1,11,16.0,,4661
1004808,P00072542,M,36-45,0,A,1,1,5,6.0,,5213
1001122,P00246942,M,55+,14,C,0,1,17,,,10309
1003096,P00146042,F,46-50,3,C,1,1,1,13.0,15.0,11508
1004408,P00129942,F,46-50,2,B,1,1,8,,,10043
1005387,P00190142,F,26-35,1,B,4+,1,3,4.0,5.0,10980
1005592,P00220142,M,26-35,1,A,4+,1,1,15.0,,11896
1001301,P00182142,F,26-35,2,C,1,1,1,5.0,6.0,15213
1005775,P00110842,M,26-35,11,A,4+,0,1,2.0,5.0,19195
1001028,P00028842,F,46-50,7,C,0,1,6,8.0,,16423
1004345,P00100442,F,26-35,14,B,1,0,2,4.0,5.0,13213
1000531,P00304642,F,18-25,14,B,0,0,2,14.0,15.0,10106
1003900,P00285842,F,26-35,14,B,2,1,5,,,7112
1002050,P00065442,F,36-45,3,C,2,0,8,16.0,,9974
1005747,P00171642,M,26-35,0,B,4+,1,5,8.0,14.0,5420
1002106,P00145042,F,18-25,20,A,3,1,1,2.0,5.0,11648
1000582,P00268242,M,18-25,4,C,4+,0,5,14.0,,5367
1000950,P00046742,M,36-45,7,C,4+,1,1,2.0,15.0,19045
1005180,P00089142,M,36-45,11,C,1,1,5,,,7147
1005504,P00057642,M,46-50,7,B,1,1,1,15.0,16.0,15782
1000148,P00320142,M,51-55,17,B,3,1,1,8.0,,11602
1004489,P00145742,M,18-25,4,B,1,0,1,2.0,,15744
1003946,P00194542,F,26-35,12,B,0,0,8,14.0,,7899
1003311,P00022442,M,26-35,4,A,4+,0,8,16.0,,6048
1005378,P00091342,M,36-45,18,A,1,0,8,,,9719
1002900,P00321942,M,18-25,12,C,2,1,5,,,6860
1002389,P00106642,M,26-35,16,A,0,1,7,,,20693
1001399,P00234842,M,18-25,17,C,1,0,5,6.0,16.0,8818
1003454,P00321342,M,18-25,0,A,1,1,1,,,15473
1000770,P00299442,M,18-25,4,B,2,1,3,4.0,,8210
1005663,P00122842,F,36-45,20,B,4+,0,11,,,3173
1004498,P00145042,M,51-55,7,C,1,1,1,2.0,5.0,15470
1005360,P00255842,M,18-25,12,C,2,0,16,,,20580
1003603,P00280642,F,36-45,7,B,0,1,11,,,3151
1004021,P00121042,M,51-55,20,B,1,1,15,,,20826
1002338,P00120042,M,46-50,17,C,4+,1,1,2.0,,19569
1004049,P00217142,M,46-50,11,A,3,1,1,15.0,,15321
1005794,P00198142,M,36-45,17,A,1,0,2,4.0,9.0,9683
1001645,P00080042,F,18-25,9,B,1,1,5,14.0,,6862
1001835,P00241242,M,26-35,19,B,3,0,1,11.0,15.0,15444
1005044,P00126042,F,36-45,6,C,0,1,8,14.0,,7889
1001524,P00320842,M,18-25,4,B,1,0,1,4.0,9.0,7648
1000245,P00002142,M,36-45,16,B,0,0,1,5.0,8.0,15559
1004083,P00224942,M,55+,14,A,0,0,8,18.0,,2073
1004220,P00033942,M,36-45,0,B,0,1,5,,,5386
1000398,P00270542,M,26-35,17,B,3,1,1,6.0,8.0,15537
1000204,P00035842,M,26-35,7,B,1,1,5,6.0,9.0,5258
1004085,P00177942,F,26-35,6,A,1,0,5,8.0,,8632
1003543,P00184042,M,26-35,17,C,2,1,1,8.0,,19099
1005387,P0095542,F,26-35,1,B,4+,1,2,4.0,9.0,13202
1000474,P00032242,M,26-35,17,B,1,0,8,,,7883
1002951,P00001642,F,36-45,14,B,0,1,8,16.0,,7760
1001628,P00224342,M,18-25,20,B,1,0,8,,,7962
1000659,P00302742,F,26-35,0,C,4+,0,8,,,6129
1005788,P00113042,M,26-35,0,A,4+,0,11,16.0,,6163
1004186,P00221542,M,26-35,7,B,1,1,5,15.0,,5411
1005452,P00112842,M,36-45,6,A,4+,0,8,17.0,,6072
1004116,P00016042,M,36-45,7,A,2,0,1,16.0,,15519
1004214,P00375436,F,26-35,0,C,0,0,20,,,590
1000351,P00148742,M,18-25,4,A,4+,0,8,17.0,,9839
1001712,P00048442,M,26-35,0,B,4+,0,5,14.0,,7014
1003452,P00211142,M,26-35,14,C,1,1,5,,,7117
1002642,P00075742,M,26-35,0,C,0,0,8,14.0,,9945
1001974,P00152742,M,36-45,17,B,1,0,5,,,7074
1004568,P00117942,F,26-35,4,B,2,1,5,15.0,,8600
1004055,P00147342,M,51-55,0,B,4+,1,15,16.0,,8867
1004543,P00230642,M,26-35,2,A,0,0,5,,,5465
1001960,P00089142,M,46-50,7,B,3,1,5,,,7078
1002225,P00334142,M,26-35,5,B,1,1,8,,,3981
1002779,P00155742,M,36-45,7,B,1,0,8,,,7810
1004448,P00257542,M,26-35,14,A,0,0,5,,,6873
1004277,P00258742,M,36-45,16,A,0,0,5,,,8783
1005032,P00059442,M,18-25,17,A,3,0,6,8.0,16.0,16610
1003337,P00247542,M,26-35,4,A,1,0,8,16.0,,8095
1003999,P00059742,M,36-45,17,B,4+,0,1,11.0,15.0,8240
1001224,P00344142,M,51-55,13,B,4+,0,18,,,2310
1002050,P00306042,F,36-45,3,C,2,0,2,8.0,,9773
